id,TRIAL,Trial_env,ENV,Trial_env,REP,GEN,sve,Above_median_BLUP,Company,PLOT.WT,COB,MOIST,Yield,TEMP_v3,RH_v3,VPD_v3,TEMP_veg,RH_veg,VPD_veg,TEMP_flow,RH_flow,VPD_flow,TEMP_gf,RH_gf,VPD_gf
115,LT,3,AYVALIK2017,,1,KUM,LTAYVALIK2017KUM1,BM,0,15.2,16.7,22.8,16.23713488,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
116,LT,3,AYVALIK2018,,1,KUM,LTAYVALIK2018KUM1,BM,0,12.4,15.6,20.9,13.75131163,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
117,LT,3,AYVALIK2019,,1,KUM,LTAYVALIK2019KUM1,BM,0,7.8,15.1,18,9.020272425,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
118,LT,3,MANISA2015,,1,KUM,LTMANISA2015KUM1,NA,NA,NA,NA,NA,NA,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
119,LT,3,MANISA2016,,1,KUM,LTMANISA2016KUM1,NA,NA,NA,NA,NA,NA,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
120,LT,3,MANISA2017,,1,KUM,LTMANISA2017KUM1,BM,0,14.7,12.4,11.7,18.88798605,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
121,LT,4,MANISA2018,,1,KUM,LTMANISA2018KUM1,BM,0,11.25,11.4,20.6,13.14650332,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
122,LT,4,MANISA2019,,1,KUM,LTMANISA2019KUM1,BM,0,11.4,10.8,13.2,14.6619907,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
123,LT,4,MERSIN2015,,1,KUM,LTMERSIN2015KUM1,NA,NA,NA,NA,NA,NA,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
124,LT,4,MERSIN2016,,1,KUM,LTMERSIN2016KUM1,NA,NA,NA,NA,NA,NA,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
125,LT,4,MERSIN2019,,1,KUM,LTMERSIN2019KUM1,BM,0,11.07,11,9.5,14.81118189,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
126,LT,4,SAKARYA2019,,1,KUM,LTSAKARYA2019KUM1,BM,0,10.77,0,17,14.84900332,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
127,LT,4,ADANA2015,,1,P1921,LTADANA2015P19211,AM,PIONEER,14,13.2,15.6,17.03702326,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
128,LT,4,ADANA2016,,1,P1921,LTADANA2016P19211,AM,PIONEER,14.347,12,15.7,17.67969847,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
129,LT,1,ADANA2017,,1,P1921,LTADANA2017P19211,AM,PIONEER,14.67,12,15.3,18.16350698,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
130,LT,1,ADANA2018,,1,P1921,LTADANA2018P19211,AM,0,15.33,12,18.7,18.21876279,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
131,LT,1,ADANA2019,,1,P1921,LTADANA2019P19211,NA,NA,NA,NA,NA,NA,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
132,LT,1,AYVALIK2015,,1,P1921,LTAYVALIK2015P19211,AM,PIONEER,16.6,14.1,20.7,18.78356179,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
133,LT,1,AYVALIK2017,,1,P1921,LTAYVALIK2017P19211,AM,PIONEER,13.95,13.6,19.8,16.05705249,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
134,LT,1,AYVALIK2018,,1,P1921,LTAYVALIK2018P19211,AM,0,13.5,13.3,18.7,15.80690781,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
135,LT,1,AYVALIK2019,,1,P1921,LTAYVALIK2019P19211,NA,NA,NA,NA,NA,NA,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
136,LT,1,MANISA2015,,1,P1921,LTMANISA2015P19211,AM,PIONEER,15.85,12.9,17,19.03395432,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
137,LT,2,MANISA2016,,1,P1921,LTMANISA2016P19211,AM,PIONEER,15.1,9.6,12.5,19.84069767,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
138,LT,2,MANISA2017,,1,P1921,LTMANISA2017P19211,AM,PIONEER,14.6,9.2,11,19.59892359,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
139,LT,2,MANISA2018,,1,P1921,LTMANISA2018P19211,AM,0,10.95,12.5,14.8,13.56017442,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
140,LT,2,MANISA2019,,1,P1921,LTMANISA2019P19211,NA,NA,NA,NA,NA,NA,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
141,LT,2,MERSIN2015,,1,P1921,LTMERSIN2015P19211,AM,PIONEER,13.7,10.2,17.8,16.79856678,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
142,LT,2,MERSIN2016,,1,P1921,LTMERSIN2016P19211,AM,PIONEER,14,12,16.1,17.17023256,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
143,LT,2,MERSIN2019,,1,P1921,LTMERSIN2019P19211,NA,NA,NA,NA,NA,NA,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
144,LT,2,SAKARYA2019,,1,P1921,LTSAKARYA2019P19211,NA,NA,NA,NA,NA,NA,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
145,LT,3,ADANA2015,,2,ALBAYRAK,LTADANA2015ALBAYRAK2,AM,0,12,17.1,15.1,14.02965449,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
146,LT,3,ADANA2016,,2,ALBAYRAK,LTADANA2016ALBAYRAK2,AM,0,12.266,13,15.6,14.96125993,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
147,LT,3,ADANA2017,,2,ALBAYRAK,LTADANA2017ALBAYRAK2,AM,OS-TAREKS,11.84,12,15.9,14.55572625,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
148,LT,3,ADANA2018,,2,ALBAYRAK,LTADANA2018ALBAYRAK2,AM,OS-TAREKS,13.03,12,20.1,15.21869369,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
149,LT,3,ADANA2019,,2,ALBAYRAK,LTADANA2019ALBAYRAK2,AM,OS-TAREKS,10.9,16,12.6,13.29293023,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
150,LT,3,AYVALIK2015,,2,ALBAYRAK,LTAYVALIK2015ALBAYRAK2,AM,0,16.4,15,20.5,18.40913621,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
151,LT,3,AYVALIK2017,,2,ALBAYRAK,LTAYVALIK2017ALBAYRAK2,AM,OS-TAREKS,16.3,14,22,18.16285714,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
152,LT,3,AYVALIK2018,,2,ALBAYRAK,LTAYVALIK2018ALBAYRAK2,AM,0,16.6,15.3,21.6,18.31095814,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
153,LT,4,AYVALIK2019,,2,ALBAYRAK,LTAYVALIK2019ALBAYRAK2,AM,OS-TAREKS,13.85,14.3,27,14.39318688,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
154,LT,4,MANISA2015,,2,ALBAYRAK,LTMANISA2015ALBAYRAK2,AM,0,15.3,11.3,17.8,18.53063821,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
155,LT,4,MANISA2016,,2,ALBAYRAK,LTMANISA2016ALBAYRAK2,AM,0,12.85,9.3,12.6,16.92097392,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
156,LT,4,MANISA2017,,2,ALBAYRAK,LTMANISA2017ALBAYRAK2,AM,OS-TAREKS,13.3,7.4,12.4,17.92133023,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
157,LT,4,MANISA2018,,2,ALBAYRAK,LTMANISA2018ALBAYRAK2,AM,0,12.9,10.2,16,16.164,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
158,LT,4,MANISA2019,,2,ALBAYRAK,LTMANISA2019ALBAYRAK2,AM,OS-TAREKS,15.1,9.9,16.7,18.82566163,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
159,LT,4,MERSIN2015,,2,ALBAYRAK,LTMERSIN2015ALBAYRAK2,AM,0,13.5,11.3,16.6,16.58925748,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
160,LT,4,MERSIN2016,,2,ALBAYRAK,LTMERSIN2016ALBAYRAK2,AM,0,14.04,12,18,16.82934219,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
161,LT,1,MERSIN2019,,2,ALBAYRAK,LTMERSIN2019ALBAYRAK2,AM,OS-TAREKS,13.02,11,16.4,16.09202791,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
162,LT,1,SAKARYA2019,,2,ALBAYRAK,LTSAKARYA2019ALBAYRAK2,AM,OS-TAREKS,8.58,0,19.9,11.41624585,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
163,LT,1,ADANA2015,,2,DKC6589,LTADANA2015DKC65892,BM,DEKALB,12.3,14.5,16,14.67418605,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
164,LT,1,ADANA2016,,2,DKC6589,LTADANA2016DKC65892,BM,DEKALB,12.358,14,13.2,15.32392,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
165,LT,1,ADANA2017,,2,DKC6589,LTADANA2017DKC65892,BM,DEKALB,12.71,13,14.6,15.68650465,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
166,LT,1,ADANA2018,,2,DKC6589,LTADANA2018DKC65892,NA,NA,NA,NA,NA,NA,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
167,LT,1,ADANA2019,,2,DKC6589,LTADANA2019DKC65892,NA,NA,NA,NA,NA,NA,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
168,LT,1,AYVALIK2015,,2,DKC6589,LTAYVALIK2015DKC65892,BM,DEKALB,15.45,15.1,20.8,17.25698272,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
169,LT,2,AYVALIK2017,,2,DKC6589,LTAYVALIK2017DKC65892,BM,DEKALB,16.2,14.1,19.1,18.700801,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
170,LT,2,AYVALIK2018,,2,DKC6589,LTAYVALIK2018DKC65892,NA,NA,NA,NA,NA,NA,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
171,LT,2,AYVALIK2019,,2,DKC6589,LTAYVALIK2019DKC65892,NA,NA,NA,NA,NA,NA,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
172,LT,2,MANISA2015,,2,DKC6589,LTMANISA2015DKC65892,BM,DEKALB,16.25,13.1,17,19.46949751,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
173,LT,2,MANISA2016,,2,DKC6589,LTMANISA2016DKC65892,BM,DEKALB,12.75,10.1,11.5,16.85064992,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
174,LT,2,MANISA2017,,2,DKC6589,LTMANISA2017DKC65892,BM,DEKALB,13.15,11.5,11.7,17.06998879,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
175,LT,2,MANISA2018,,2,DKC6589,LTMANISA2018DKC65892,NA,NA,NA,NA,NA,NA,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
176,LT,2,MANISA2019,,2,DKC6589,LTMANISA2019DKC65892,NA,NA,NA,NA,NA,NA,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
177,LT,3,MERSIN2015,,2,DKC6589,LTMERSIN2015DKC65892,BM,DEKALB,15.1,12.2,18,18.05879734,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
178,LT,3,MERSIN2016,,2,DKC6589,LTMERSIN2016DKC65892,BM,DEKALB,12.19,13,16.8,14.6571588,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
179,LT,3,MERSIN2019,,2,DKC6589,LTMERSIN2019DKC65892,NA,NA,NA,NA,NA,NA,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
180,LT,3,SAKARYA2019,,2,DKC6589,LTSAKARYA2019DKC65892,NA,NA,NA,NA,NA,NA,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
181,LT,3,ADANA2015,,2,H22,LTADANA2015H222,NA,NA,NA,NA,NA,NA,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
182,LT,3,ADANA2016,,2,H22,LTADANA2016H222,AM,0,12.366,10,14.1,15.88065548,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
183,LT,3,ADANA2017,,2,H22,LTADANA2017H222,NA,NA,11.436,11,15.4,14.30335854,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
184,LT,3,ADANA2018,,2,H22,LTADANA2018H222,AM,0,14.76,10,16.3,18.46961462,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
185,LT,4,ADANA2019,,2,H22,LTADANA2019H222,NA,NA,NA,NA,NA,NA,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
186,LT,4,AYVALIK2015,,2,H22,LTAYVALIK2015H222,NA,NA,NA,NA,NA,NA,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
187,LT,4,AYVALIK2017,,2,H22,LTAYVALIK2017H222,NA,NA,16.1,11.2,20.2,18.95157209,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
188,LT,4,AYVALIK2018,,2,H22,LTAYVALIK2018H222,AM,0,14.9,13.6,21.9,16.70146445,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
189,LT,4,AYVALIK2019,,2,H22,LTAYVALIK2019H222,NA,NA,NA,NA,NA,NA,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
190,LT,4,MANISA2015,,2,H22,LTMANISA2015H222,NA,NA,NA,NA,NA,NA,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
191,LT,4,MANISA2016,,2,H22,LTMANISA2016H222,AM,0,12.35,5.9,11.4,17.10384734,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
192,LT,4,MANISA2017,,2,H22,LTMANISA2017H222,NA,NA,12.8,8.9,10.4,17.3556093,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
193,LT,1,MANISA2018,,2,H22,LTMANISA2018H222,AM,0,12.05,8.9,11.7,16.10162234,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
194,LT,1,MANISA2019,,2,H22,LTMANISA2019H222,NA,NA,NA,NA,NA,NA,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
195,LT,1,MERSIN2015,,2,H22,LTMERSIN2015H222,NA,NA,NA,NA,NA,NA,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
196,LT,1,MERSIN2016,,2,H22,LTMERSIN2016H222,AM,0,11.56,10,15.2,14.65546844,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
197,LT,1,MERSIN2019,,2,H22,LTMERSIN2019H222,NA,NA,NA,NA,NA,NA,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
198,LT,1,SAKARYA2019,,2,H22,LTSAKARYA2019H222,NA,NA,NA,NA,NA,NA,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
199,LT,1,ADANA2015,,2,H3,LTADANA2015H32,BM,0,14.9,12.5,16.6,18.0619186,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
200,LT,1,ADANA2016,,2,H3,LTADANA2016H32,BM,0,12.188,15,14.7,14.6792515,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
201,LT,2,ADANA2017,,2,H3,LTADANA2017H32,NA,NA,NA,NA,NA,NA,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
202,LT,2,ADANA2018,,2,H3,LTADANA2018H32,NA,NA,NA,NA,NA,NA,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
203,LT,2,ADANA2019,,2,H3,LTADANA2019H32,NA,NA,NA,NA,NA,NA,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
204,LT,2,AYVALIK2015,,2,H3,LTAYVALIK2015H32,BM,0,18.8,15,21,20.97043189,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
205,LT,2,AYVALIK2017,,2,H3,LTAYVALIK2017H32,NA,NA,NA,NA,NA,NA,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
206,LT,2,AYVALIK2018,,2,H3,LTAYVALIK2018H32,NA,NA,NA,NA,NA,NA,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
207,LT,2,AYVALIK2019,,2,H3,LTAYVALIK2019H32,NA,NA,NA,NA,NA,NA,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
208,LT,2,MANISA2015,,2,H3,LTMANISA2015H32,BM,0,15.4,11.4,15.6,19.12935814,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
209,LT,3,MANISA2016,,2,H3,LTMANISA2016H32,BM,0,13.35,9.7,13.3,17.361675,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
210,LT,3,MANISA2017,,2,H3,LTMANISA2017H32,NA,NA,NA,NA,NA,NA,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
211,LT,3,MANISA2018,,2,H3,LTMANISA2018H32,NA,NA,NA,NA,NA,NA,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
212,LT,3,MANISA2019,,2,H3,LTMANISA2019H32,NA,NA,NA,NA,NA,NA,21.4,51.9,1219.131868,26.7,51.7,1680.708219,27.7,45.9,1995.708554,29.1,43.6,2256.092437
213,LT,3,MERSIN2015,,2,H3,LTMERSIN2015H32,BM,0,13.6,12.2,17,16.46322924,22.7,62.2,1036.753392,25.4,66.6,1076.572083,28.6,67.7,1255.333521,30.3,60.8,1679.672048
214,LT,3,MERSIN2016,,2,H3,LTMERSIN2016H32,BM,0,12.81,12,17.1,15.52350698,21.7,65.5,890.5646411,26.8,65.5,1207.559008,29.6,65.6,1416.154616,30,64.4,1499.506342
215,LT,3,MERSIN2019,,2,H3,LTMERSIN2019H32,NA,NA,NA,NA,NA,NA,23.3,59.9,1140.338467,27,66.7,1179.277179,28.9,62.6,1478.926321,30,61.7,1613.232947
216,LT,3,SAKARYA2019,,2,H3,LTSAKARYA2019H32,NA,NA,NA,NA,NA,NA,20,62.5,872.2403524,23.7,68.7,911.725847,23.5,67,949.7790587,23.9,69.1,910.9231481
217,LT,4,ADANA2015,,2,HELEN,LTADANA2015HELEN2,AM,LIMAGRAIN,13.8,16.4,18.7,15.58042924,22.5,64.8,953.8388868,25,69.6,956.9160889,28.4,69.8,1160.224222,30,63.4,1541.627307
218,LT,4,ADANA2016,,2,HELEN,LTADANA2016HELEN2,AM,LIMAGRAIN,12.408,11,16.1,15.3906606,21.6,69.3,787.6619206,27.1,66.1,1207.562683,29.5,67.5,1330.284186,29.9,69,1298.303609
219,LT,4,ADANA2017,,2,HELEN,LTADANA2017HELEN2,AM,LIMAGRAIN,11.32,12,16.7,13.78407442,21.8,68.8,810.2961797,26.2,69.1,1044.129697,30.4,64.4,1534.139224,29.9,67.5,1361.124752
220,LT,4,ADANA2018,,2,HELEN,LTADANA2018HELEN2,NA,NA,NA,NA,NA,NA,24.4,62.8,1129.899614,26.4,70.2,1018.867484,29.1,69.8,1208.049497,29.6,68.8,1284.419303
221,LT,4,ADANA2019,,2,HELEN,LTADANA2019HELEN2,NA,NA,NA,NA,NA,NA,24.1,57.6,1264.982487,27.1,68.7,1114.947256,28.4,68.8,1198.642242,29.6,68,1317.353131
222,LT,4,AYVALIK2015,,2,HELEN,LTAYVALIK2015HELEN2,AM,LIMAGRAIN,15.9,14.3,17.9,18.58337591,21,57.8,1043.762803,23.7,58.8,1200.099198,27.3,50.2,1794.775957,28.4,53.7,1778.754353
223,LT,4,AYVALIK2017,,2,HELEN,LTAYVALIK2017HELEN2,AM,LIMAGRAIN,15.05,14,20.7,17.0495,20.4,59.4,967.8977476,25.1,58.5,1314.090861,27.7,49.7,1855.529395,28,49.9,1880.645094
224,LT,4,AYVALIK2018,,2,HELEN,LTAYVALIK2018HELEN2,NA,NA,NA,NA,NA,NA,22.5,59,1111.005522,25.2,58.2,1331.461611,28.2,56.9,1636.752826,28.5,53.2,1808.392047
225,LT,1,AYVALIK2019,,2,HELEN,LTAYVALIK2019HELEN2,NA,NA,NA,NA,NA,NA,20.1,65.4,809.7645226,26.4,56.9,1473.596931,26.6,52.4,1646.6684,28.1,48.4,1948.220556
226,LT,1,MANISA2015,,2,HELEN,LTMANISA2015HELEN2,AM,LIMAGRAIN,15.2,13.3,15.2,18.56359336,21.6,51.7,1239.220546,23.7,58.4,1211.750646,28.8,42.8,2248.882322,28.6,49.8,1951.013707
227,LT,1,MANISA2016,,2,HELEN,LTMANISA2016HELEN2,AM,LIMAGRAIN,12.9,9,13.2,16.926,19.7,58,958.9777322,26.9,47.6,1844.857003,29,42.8,2274.957698,28.8,49.1,2001.190738
228,LT,1,MANISA2017,,2,HELEN,LTMANISA2017HELEN2,AM,LIMAGRAIN,13.65,8.4,13.1,18.04892791,20.8,54.1,1121.454446,25.7,52.3,1565.008969,28.9,43.2,2246.069921,28.5,47.2,2040.237181
229,LT,1,MANISA2018,,2,HELEN,LTMANISA2018HELEN2,NA,NA,NA,NA,NA,NA,22.9,54.7,1257.549619,25.3,54.8,1448.317966,28.5,49.2,1962.95547,29,49.5,2008.48538
